Item_ID,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales
10037,18.75,Low Fat,Snack Foods,192.5504,OUT018,7,Medium,Tier 3,Supermarket Type2,2109.2544
10038,5.78,Low Fat,Breads,161.9552,OUT013,29,High,Tier 3,Supermarket Type1,2111.9176
10039,13.8,Regular,Canned,90.7172,OUT045,14,Medium,Tier 2,Supermarket Type1,1338.258
10040,17.75,Regular,Baking Goods,184.724,OUT013,29,High,Tier 3,Supermarket Type1,1677.816
10041,11.5,Regular,Frozen Foods,194.682,OUT018,7,Medium,Tier 3,Supermarket Type2,2316.984
10042,11.8,Low Fat,Health and Hygiene,117.6492,OUT045,14,Medium,Tier 2,Supermarket Type1,1158.492
10043,15.1,Low Fat,Household,140.5496,OUT017,9,Medium,Tier 2,Supermarket Type1,2681.8424
10044,8.85,Regular,Soft Drinks,122.0388,OUT013,29,High,Tier 3,Supermarket Type1,1609.9044
10045,12.6,Low Fat,Household,174.5054,OUT017,9,Medium,Tier 2,Supermarket Type1,2626.581
10046,13.8,Regular,Fruits and Vegetables,75.8012,OUT035,12,Small,Tier 2,Supermarket Type1,1138.518
10047,6.115,Regular,Soft Drinks,188.653,OUT049,17,Medium,Tier 1,Supermarket Type1,3605.307
10048,17.25,Low Fat,Dairy,170.3764,OUT010,18,Medium,Tier 3,Grocery Store,343.5528
10049,6.26,Regular,Meat,150.7366,OUT045,14,Medium,Tier 2,Supermarket Type1,2418.1856
10050,13.5,Low Fat,Baking Goods,86.254,OUT010,18,Medium,Tier 3,Grocery Store,173.108
10051,19.6,Low Fat,Household,90.1514,OUT010,18,Medium,Tier 3,Grocery Store,442.757
10052,11.5,Low Fat,Snack Foods,126.3704,OUT035,12,Small,Tier 2,Supermarket Type1,3880.2824
10053,14.65,Low Fat,Hard Drinks,54.9614,OUT049,17,Medium,Tier 1,Supermarket Type1,552.614
10054,8.89,Low Fat,Frozen Foods,102.8016,OUT018,7,Medium,Tier 3,Supermarket Type2,1012.016
10055,8.02,Low Fat,Household,154.2972,OUT010,18,Medium,Tier 3,Grocery Store,1090.5804
10056,18.7,Regular,Meat,183.3292,OUT017,9,Medium,Tier 2,Supermarket Type1,2006.7212
10057,7.405,Low Fat,Canned,89.7146,OUT049,17,Medium,Tier 1,Supermarket Type1,547.2876
10058,5.98,Low Fat,Fruits and Vegetables,148.4418,OUT013,29,High,Tier 3,Supermarket Type1,2354.2688
10059,15.2,Low Fat,Health and Hygiene,48.7034,OUT045,14,Medium,Tier 2,Supermarket Type1,680.4476
10060,12.1,Low Fat,Soft Drinks,146.3444,OUT017,9,Medium,Tier 2,Supermarket Type1,3773.7544
10061,9.285,Regular,Snack Foods,161.5578,OUT046,19,Small,Tier 1,Supermarket Type1,4653.2762
10062,8.155,Low Fat,Meat,188.453,OUT010,18,Medium,Tier 3,Grocery Store,379.506
10063,9.3,Low Fat,Fruits and Vegetables,89.4172,OUT049,17,Medium,Tier 1,Supermarket Type1,1159.8236
10064,13.85,Low Fat,Hard Drinks,117.4492,OUT046,19,Small,Tier 1,Supermarket Type1,3243.7776
10065,16.7,Regular,Starchy Foods,65.7168,OUT045,14,Medium,Tier 2,Supermarket Type1,1086.5856
10066,11.15,Regular,Baking Goods,105.8648,OUT049,17,Medium,Tier 1,Supermarket Type1,1973.4312
10067,16.7,Regular,Dairy,117.2782,OUT035,12,Small,Tier 2,Supermarket Type1,715.0692
10068,17,Low Fat,Household,124.5362,OUT018,7,Medium,Tier 3,Supermarket Type2,1132.5258
10069,7.365,Low Fat,Fruits and Vegetables,228.372,OUT013,29,High,Tier 3,Supermarket Type1,4527.44
10070,16.5,Low Fat,Canned,207.2638,OUT035,12,Small,Tier 2,Supermarket Type1,5383.6588
10071,13.8,Low Fat,Dairy,245.7802,OUT010,18,Medium,Tier 3,Grocery Store,245.6802
10072,18.7,Low Fat,Soft Drinks,52.9324,OUT010,18,Medium,Tier 3,Grocery Store,51.9324
10073,7.905,Low Fat,Snack Foods,250.4408,OUT046,19,Small,Tier 1,Supermarket Type1,3004.0896
10074,13.65,Regular,Canned,211.4902,OUT049,17,Medium,Tier 1,Supermarket Type1,4035.4138
10075,17.6,Low Fat,Snack Foods,163.8868,OUT049,17,Medium,Tier 1,Supermarket Type1,3111.9492
10076,15.5,Low Fat,Soft Drinks,44.177,OUT018,7,Medium,Tier 3,Supermarket Type2,173.108
10077,17.25,Regular,Breakfast,41.748,OUT018,7,Medium,Tier 3,Supermarket Type2,199.74
10078,6.89,Regular,Snack Foods,194.882,OUT045,14,Medium,Tier 2,Supermarket Type1,4440.886
10079,7.81,Regular,Snack Foods,165.1158,OUT018,7,Medium,Tier 3,Supermarket Type2,1838.2738
10080,20.2,Low Fat,Household,188.6898,OUT018,7,Medium,Tier 3,Supermarket Type2,3367.6164
10081,10.3,Regular,Fruits and Vegetables,113.1176,OUT046,19,Small,Tier 1,Supermarket Type1,4695.2216
10082,4.635,Low Fat,Breads,126.4994,OUT035,12,Small,Tier 2,Supermarket Type1,1670.4922
10083,6.465,Low Fat,Canned,265.2884,OUT010,18,Medium,Tier 3,Grocery Store,264.9884
10084,6.61,Regular,Snack Foods,186.4898,OUT045,14,Medium,Tier 2,Supermarket Type1,2993.4368
10085,9.1,Low Fat,Baking Goods,126.8362,OUT010,18,Medium,Tier 3,Grocery Store,125.8362
10086,5.15,Regular,Meat,122.5388,OUT013,29,High,Tier 3,Supermarket Type1,371.5164
10087,18,Low Fat,Snack Foods,147.7418,OUT046,19,Small,Tier 1,Supermarket Type1,4119.9704
10088,10.1,Low Fat,Household,115.9492,OUT010,18,Medium,Tier 3,Grocery Store,231.6984
10089,8.21,Low Fat,Hard Drinks,149.9392,OUT049,17,Medium,Tier 1,Supermarket Type1,1938.8096
10090,7.81,Low Fat,Soft Drinks,242.6486,OUT018,7,Medium,Tier 3,Supermarket Type2,2199.1374
10091,12.15,Low Fat,Frozen Foods,252.1698,OUT046,19,Small,Tier 1,Supermarket Type1,2283.0282
10092,19.35,Regular,Fruits and Vegetables,80.3644,OUT010,18,Medium,Tier 3,Grocery Store,157.1288
10093,15.6,Regular,Snack Foods,173.6764,OUT010,18,Medium,Tier 3,Grocery Store,515.3292
10094,7.365,Low Fat,Snack Foods,93.512,OUT049,17,Medium,Tier 1,Supermarket Type1,1677.816
10095,9.5,Regular,Starchy Foods,187.7898,OUT035,12,Small,Tier 2,Supermarket Type1,2057.9878
10096,5.73,Low Fat,Soft Drinks,85.3882,OUT018,7,Medium,Tier 3,Supermarket Type2,1288.323
10097,15.1,Low Fat,Baking Goods,89.783,OUT049,17,Medium,Tier 1,Supermarket Type1,2247.075
10098,6.765,Regular,Frozen Foods,105.5306,OUT013,29,High,Tier 3,Supermarket Type1,1567.959
10099,14.85,Regular,Fruits and Vegetables,160.9578,OUT049,17,Medium,Tier 1,Supermarket Type1,4813.734
10100,6.11,Regular,Fruits and Vegetables,131.2968,OUT049,17,Medium,Tier 1,Supermarket Type1,1957.452
10101,20.1,Low Fat,Dairy,110.4228,OUT017,9,Medium,Tier 2,Supermarket Type1,1105.228
10102,5.73,Low Fat,Soft Drinks,85.2882,OUT045,14,Medium,Tier 2,Supermarket Type1,2061.3168
10103,6.785,Regular,Snack Foods,208.7928,OUT046,19,Small,Tier 1,Supermarket Type1,5890.9984
10104,8.645,Low Fat,Canned,51.9982,OUT045,14,Medium,Tier 2,Supermarket Type1,999.3658
10105,15.6,Low Fat,Baking Goods,112.3544,OUT013,29,High,Tier 3,Supermarket Type1,2572.6512
10106,7.76,Low Fat,Snack Foods,98.77,OUT045,14,Medium,Tier 2,Supermarket Type1,1298.31
10107,9.195,Regular,Frozen Foods,51.1666,OUT013,29,High,Tier 3,Supermarket Type1,1179.1318
10108,9.8,Low Fat,Baking Goods,102.8016,OUT049,17,Medium,Tier 1,Supermarket Type1,1922.8304
10109,18.25,Low Fat,Frozen Foods,197.2452,OUT010,18,Medium,Tier 3,Grocery Store,195.7452
10110,21.25,Low Fat,Snack Foods,177.337,OUT018,7,Medium,Tier 3,Supermarket Type2,2822.992
10111,7.235,Low Fat,Household,117.3492,OUT045,14,Medium,Tier 2,Supermarket Type1,1506.0396
10112,20.25,Regular,Dairy,197.0794,OUT035,12,Small,Tier 2,Supermarket Type1,4681.9056
10113,18,Low Fat,Baking Goods,80.2618,OUT018,7,Medium,Tier 3,Supermarket Type2,644.4944
10114,7.02,Low Fat,Fruits and Vegetables,148.4734,OUT013,29,High,Tier 3,Supermarket Type1,3563.3616
10115,15.1,Regular,Fruits and Vegetables,144.0786,OUT045,14,Medium,Tier 2,Supermarket Type1,2600.6148
10116,8.68,Low Fat,Frozen Foods,100.0384,OUT035,12,Small,Tier 2,Supermarket Type1,2266.3832
10117,21.2,Regular,Starchy Foods,175.7738,OUT018,7,Medium,Tier 3,Supermarket Type2,1911.5118
10118,16.6,Low Fat,Household,176.6344,OUT010,18,Medium,Tier 3,Grocery Store,356.8688
10119,12.15,Low Fat,Health and Hygiene,37.3506,OUT045,14,Medium,Tier 2,Supermarket Type1,645.1602
10120,16.25,Low Fat,Fruits and Vegetables,169.9474,OUT049,17,Medium,Tier 1,Supermarket Type1,2863.6058
10121,11.5,Low Fat,Health and Hygiene,133.2942,OUT013,29,High,Tier 3,Supermarket Type1,2649.884
10122,13.15,Low Fat,Breads,83.5566,OUT046,19,Small,Tier 1,Supermarket Type1,1268.349
10123,5.465,Regular,Baking Goods,132.1626,OUT017,9,Medium,Tier 2,Supermarket Type1,1573.9512
10124,14.15,Low Fat,Canned,253.7014,OUT045,14,Medium,Tier 2,Supermarket Type1,5865.0322
10125,12.8,Low Fat,Starchy Foods,261.9252,OUT035,12,Small,Tier 2,Supermarket Type1,4984.1788
10126,8.655,Regular,Snack Foods,119.3756,OUT045,14,Medium,Tier 2,Supermarket Type1,1454.1072
10127,9.3,Regular,Snack Foods,199.1084,OUT049,17,Medium,Tier 1,Supermarket Type1,396.8168
10128,20.6,Low Fat,Baking Goods,120.8756,OUT017,9,Medium,Tier 2,Supermarket Type1,1211.756
10129,19.7,Regular,Baking Goods,197.011,OUT046,19,Small,Tier 1,Supermarket Type1,3338.987
10130,14.5,Regular,Fruits and Vegetables,169.6448,OUT035,12,Small,Tier 2,Supermarket Type1,2045.3376
10131,10,Low Fat,Health and Hygiene,147.7102,OUT046,19,Small,Tier 1,Supermarket Type1,437.4306
10132,7.945,Low Fat,Snack Foods,161.821,OUT013,29,High,Tier 3,Supermarket Type1,2446.815
10133,20.35,Regular,Meat,81.7276,OUT049,17,Medium,Tier 1,Supermarket Type1,2030.69
10134,15.85,Regular,Baking Goods,60.222,OUT035,12,Small,Tier 2,Supermarket Type1,539.298
10135,16.85,Regular,Snack Foods,44.8428,OUT013,29,High,Tier 3,Supermarket Type1,703.0848
10136,11.5,Low Fat,Health and Hygiene,132.9626,OUT018,7,Medium,Tier 3,Supermarket Type2,1442.7886
10137,11.1,Low Fat,Baking Goods,156.4604,OUT049,17,Medium,Tier 1,Supermarket Type1,2376.906
10138,6.635,Low Fat,Household,174.9396,OUT046,19,Small,Tier 1,Supermarket Type1,1744.396
10139,7.81,Regular,Canned,123.1046,OUT046,19,Small,Tier 1,Supermarket Type1,871.5322
10140,9.395,Low Fat,Others,85.1908,OUT018,7,Medium,Tier 3,Supermarket Type2,1342.2528
10141,7,Low Fat,Canned,108.228,OUT035,12,Small,Tier 2,Supermarket Type1,1171.808
10142,6.71,Low Fat,Breads,217.5166,OUT035,12,Small,Tier 2,Supermarket Type1,4572.0486
10143,15.75,Low Fat,Dairy,38.0506,OUT018,7,Medium,Tier 3,Supermarket Type2,265.6542
10144,19.85,Low Fat,Health and Hygiene,123.7704,OUT017,9,Medium,Tier 2,Supermarket Type1,2503.408
10145,9.5,Low Fat,Hard Drinks,189.2872,OUT049,17,Medium,Tier 1,Supermarket Type1,6050.7904
10146,15.6,Low Fat,Breakfast,127.5994,OUT017,9,Medium,Tier 2,Supermarket Type1,2441.4886
10147,13.35,Regular,Snack Foods,178.666,OUT035,12,Small,Tier 2,Supermarket Type1,1797.66
10148,11.1,Low Fat,Snack Foods,174.2054,OUT046,19,Small,Tier 1,Supermarket Type1,1926.1594
10149,15,Regular,Baking Goods,219.7456,OUT013,29,High,Tier 3,Supermarket Type1,3094.6384
10150,14.8,Regular,Breads,109.057,OUT018,7,Medium,Tier 3,Supermarket Type2,1428.141
10151,19.1,Regular,Fruits and Vegetables,145.7418,OUT046,19,Small,Tier 1,Supermarket Type1,882.8508
10152,6.825,Low Fat,Health and Hygiene,264.3226,OUT035,12,Small,Tier 2,Supermarket Type1,4229.1616
10153,17.35,Regular,Canned,88.0856,OUT049,17,Medium,Tier 1,Supermarket Type1,1318.284
10154,9.8,Low Fat,Baking Goods,102.4016,OUT013,29,High,Tier 3,Supermarket Type1,1720.4272
10155,19.35,Regular,Baking Goods,164.1184,OUT017,9,Medium,Tier 2,Supermarket Type1,2807.0128
10156,18.6,Low Fat,Breakfast,98.9358,OUT049,17,Medium,Tier 1,Supermarket Type1,1508.037
10157,7.27,Low Fat,Soft Drinks,114.4518,OUT035,12,Small,Tier 2,Supermarket Type1,1366.2216
10158,12.6,Regular,Fruits and Vegetables,122.0072,OUT018,7,Medium,Tier 3,Supermarket Type2,1470.0864
10159,12.65,Low Fat,Household,108.6938,OUT046,19,Small,Tier 1,Supermarket Type1,1393.5194
10160,17.5,Low Fat,Fruits and Vegetables,184.7266,OUT035,12,Small,Tier 2,Supermarket Type1,2213.1192
10161,8.06,Low Fat,Breakfast,229.7326,OUT049,17,Medium,Tier 1,Supermarket Type1,6930.978
10162,12.1,Low Fat,Household,165.5526,OUT018,7,Medium,Tier 3,Supermarket Type2,3453.5046
10163,17.2,Regular,Canned,166.6184,OUT049,17,Medium,Tier 1,Supermarket Type1,1155.8288
10164,5.94,Regular,Breads,186.7556,OUT046,19,Small,Tier 1,Supermarket Type1,3942.8676
10165,16.7,Low Fat,Dairy,217.885,OUT013,29,High,Tier 3,Supermarket Type1,3894.93
10166,7.39,Low Fat,Others,141.547,OUT035,12,Small,Tier 2,Supermarket Type1,2290.352
10167,20.7,Regular,Baking Goods,100.1042,OUT035,12,Small,Tier 2,Supermarket Type1,892.8378
10168,18.2,Regular,Baking Goods,241.4196,OUT010,18,Medium,Tier 3,Grocery Store,482.0392
10169,20.2,Regular,Baking Goods,195.211,OUT018,7,Medium,Tier 3,Supermarket Type2,2356.932
10170,17.75,Regular,Dairy,240.7538,OUT013,29,High,Tier 3,Supermarket Type1,4566.7222
10171,8.71,Regular,Dairy,43.5744,OUT017,9,Medium,Tier 2,Supermarket Type1,498.0184
10172,18.85,Regular,Snack Foods,251.7724,OUT017,9,Medium,Tier 2,Supermarket Type1,3020.0688
10173,20.75,Low Fat,Breakfast,192.0478,OUT035,12,Small,Tier 2,Supermarket Type1,4649.9472
10174,12.5,Regular,Canned,85.6198,OUT035,12,Small,Tier 2,Supermarket Type1,610.5386
10175,5.325,Regular,Dairy,53.7298,OUT046,19,Small,Tier 1,Supermarket Type1,862.8768
10176,16.75,Low Fat,Fruits and Vegetables,255.3988,OUT046,19,Small,Tier 1,Supermarket Type1,4625.9784
10177,16,Low Fat,Snack Foods,141.2496,OUT013,29,High,Tier 3,Supermarket Type1,3387.5904
10178,13.35,Regular,Snack Foods,179.766,OUT018,7,Medium,Tier 3,Supermarket Type2,5932.278
10179,11.8,Regular,Meat,99.8674,OUT017,9,Medium,Tier 2,Supermarket Type1,1018.674
10180,10.65,Regular,Snack Foods,231.4668,OUT018,7,Medium,Tier 3,Supermarket Type2,3225.1352
10181,12.1,Low Fat,Household,165.8526,OUT017,9,Medium,Tier 2,Supermarket Type1,3124.5994
10182,9.395,Low Fat,Snack Foods,105.828,OUT035,12,Small,Tier 2,Supermarket Type1,1704.448
10183,19.6,Low Fat,Health and Hygiene,152.0024,OUT035,12,Small,Tier 2,Supermarket Type1,2884.2456
10184,14.1,Low Fat,Fruits and Vegetables,86.9198,OUT013,29,High,Tier 3,Supermarket Type1,1133.8574
10185,16.5,Regular,Canned,104.799,OUT045,14,Medium,Tier 2,Supermarket Type1,1238.388
10186,14.3,Regular,Fruits and Vegetables,88.2856,OUT010,18,Medium,Tier 3,Grocery Store,175.7712
10187,7.51,Low Fat,Fruits and Vegetables,227.901,OUT035,12,Small,Tier 2,Supermarket Type1,459.402
10188,17.25,Low Fat,Dairy,93.412,OUT049,17,Medium,Tier 1,Supermarket Type1,932.12
10189,5.785,Regular,Fruits and Vegetables,87.0856,OUT018,7,Medium,Tier 3,Supermarket Type2,1406.1696
10190,13.65,Regular,Snack Foods,55.5588,OUT017,9,Medium,Tier 2,Supermarket Type1,916.1408
10191,6.26,Regular,Meat,149.8366,OUT049,17,Medium,Tier 1,Supermarket Type1,1964.7758
10192,19.7,Low Fat,Snack Foods,174.937,OUT010,18,Medium,Tier 3,Grocery Store,882.185
10193,19.7,Regular,Canned,255.2014,OUT017,9,Medium,Tier 2,Supermarket Type1,3570.0196
10194,13.65,Regular,Dairy,186.724,OUT049,17,Medium,Tier 1,Supermarket Type1,4474.176
10195,20.1,Low Fat,Health and Hygiene,63.0536,OUT018,7,Medium,Tier 3,Supermarket Type2,980.0576
10196,12.6,Regular,Fruits and Vegetables,250.9092,OUT013,29,High,Tier 3,Supermarket Type1,4731.1748
10197,20.85,Low Fat,Starchy Foods,222.8746,OUT049,17,Medium,Tier 1,Supermarket Type1,3589.9936
10198,15.6,Low Fat,Others,185.8924,OUT046,19,Small,Tier 1,Supermarket Type1,3516.7556
10199,5.98,Low Fat,Fruits and Vegetables,146.8418,OUT017,9,Medium,Tier 2,Supermarket Type1,1765.7016
10200,16.35,Low Fat,Meat,165.4842,OUT018,7,Medium,Tier 3,Supermarket Type2,1492.0578
10201,14.15,Low Fat,Soft Drinks,170.5106,OUT046,19,Small,Tier 1,Supermarket Type1,2395.5484
10202,12.1,Low Fat,Soft Drinks,145.1444,OUT013,29,High,Tier 3,Supermarket Type1,3338.3212
10203,9.895,Low Fat,Household,233.0642,OUT045,14,Medium,Tier 2,Supermarket Type1,6041.4692
10204,8.51,Low Fat,Household,195.6478,OUT049,17,Medium,Tier 1,Supermarket Type1,4262.4516
10205,17,Low Fat,Household,126.7362,OUT035,12,Small,Tier 2,Supermarket Type1,1258.362
10206,9,Low Fat,Snack Foods,175.437,OUT049,17,Medium,Tier 1,Supermarket Type1,3175.866
10207,5.11,Low Fat,Household,163.221,OUT017,9,Medium,Tier 2,Supermarket Type1,2773.057
10208,19.5,Regular,Canned,85.554,OUT049,17,Medium,Tier 1,Supermarket Type1,1211.756
10209,9.195,Low Fat,Baking Goods,84.1592,OUT017,9,Medium,Tier 2,Supermarket Type1,1238.388
10210,16.7,Regular,Snack Foods,147.5102,OUT013,29,High,Tier 3,Supermarket Type1,5540.7876
10211,19,Low Fat,Health and Hygiene,210.8244,OUT049,17,Medium,Tier 1,Supermarket Type1,2540.6928
10212,12.3,Low Fat,Baking Goods,35.0874,OUT046,19,Small,Tier 1,Supermarket Type1,458.7362
10213,14.15,Low Fat,Soft Drinks,82.0276,OUT035,12,Small,Tier 2,Supermarket Type1,1624.552
10214,10.395,Low Fat,Baking Goods,116.3176,OUT018,7,Medium,Tier 3,Supermarket Type2,1259.6936
10215,17,Low Fat,Household,125.1362,OUT010,18,Medium,Tier 3,Grocery Store,251.6724
10216,15.85,Regular,Meat,47.1744,OUT049,17,Medium,Tier 1,Supermarket Type1,996.0368
10217,10.195,Low Fat,Snack Foods,149.8076,OUT013,29,High,Tier 3,Supermarket Type1,2217.114
10218,6.57,Low Fat,Hard Drinks,261.4278,OUT018,7,Medium,Tier 3,Supermarket Type2,4165.2448
10219,8.43,Low Fat,Soft Drinks,195.3768,OUT017,9,Medium,Tier 2,Supermarket Type1,1576.6144
10220,7.39,Low Fat,Others,142.247,OUT045,14,Medium,Tier 2,Supermarket Type1,2433.499
10221,16,Low Fat,Starchy Foods,224.1404,OUT017,9,Medium,Tier 2,Supermarket Type1,4725.8484
10222,13.1,Low Fat,Dairy,76.0354,OUT049,17,Medium,Tier 1,Supermarket Type1,601.8832
10223,13.5,Regular,Starchy Foods,95.2068,OUT045,14,Medium,Tier 2,Supermarket Type1,583.2408
10224,20.6,Regular,Fruits and Vegetables,185.8556,OUT013,29,High,Tier 3,Supermarket Type1,1689.8004
10225,15.2,Low Fat,Canned,216.9824,OUT049,17,Medium,Tier 1,Supermarket Type1,4804.4128
10226,5.88,Low Fat,Hard Drinks,154.1998,OUT017,9,Medium,Tier 2,Supermarket Type1,3537.3954
10227,6.03,Low Fat,Dairy,178.1028,OUT018,7,Medium,Tier 3,Supermarket Type2,1416.8224
10228,18.85,Low Fat,Health and Hygiene,130.2626,OUT049,17,Medium,Tier 1,Supermarket Type1,3016.7398
10229,7.68,Low Fat,Health and Hygiene,85.5224,OUT013,29,High,Tier 3,Supermarket Type1,1278.336
10230,15.35,Low Fat,Household,124.673,OUT017,9,Medium,Tier 2,Supermarket Type1,2093.941
10231,13.1,Low Fat,Dairy,119.2782,OUT049,17,Medium,Tier 1,Supermarket Type1,3098.6332
10232,10.1,Low Fat,Health and Hygiene,198.6084,OUT018,7,Medium,Tier 3,Supermarket Type2,2182.4924
10233,12.65,Low Fat,Baking Goods,231.401,OUT045,14,Medium,Tier 2,Supermarket Type1,2526.711
10234,14.6,Regular,Fruits and Vegetables,109.8254,OUT013,29,High,Tier 3,Supermarket Type1,1627.881
10235,11.1,Regular,Frozen Foods,176.0712,OUT018,7,Medium,Tier 3,Supermarket Type2,1581.9408
10236,8.63,Regular,Canned,172.5422,OUT049,17,Medium,Tier 1,Supermarket Type1,2241.7486
10237,9.6,Low Fat,Household,163.9184,OUT035,12,Small,Tier 2,Supermarket Type1,4293.0784
10238,19.6,Low Fat,Soft Drinks,55.6614,OUT010,18,Medium,Tier 3,Grocery Store,165.7842
10239,19.35,Regular,Soft Drinks,165.0868,OUT049,17,Medium,Tier 1,Supermarket Type1,982.7208
10240,14,Low Fat,Fruits and Vegetables,214.7192,OUT045,14,Medium,Tier 2,Supermarket Type1,3020.0688
10241,12.15,Low Fat,Starchy Foods,34.3532,OUT018,7,Medium,Tier 3,Supermarket Type2,251.6724
10242,8.195,Low Fat,Baking Goods,93.8462,OUT046,19,Small,Tier 1,Supermarket Type1,647.8234
10243,8.325,Low Fat,Fruits and Vegetables,41.6138,OUT045,14,Medium,Tier 2,Supermarket Type1,284.2966
10244,7.475,Low Fat,Fruits and Vegetables,241.6854,OUT018,7,Medium,Tier 3,Supermarket Type2,6042.135
10245,6.385,Low Fat,Hard Drinks,109.8596,OUT013,29,High,Tier 3,Supermarket Type1,3235.788
10246,18.5,Regular,Frozen Foods,148.3418,OUT013,29,High,Tier 3,Supermarket Type1,1765.7016
10247,11.5,Low Fat,Snack Foods,118.9124,OUT017,9,Medium,Tier 2,Supermarket Type1,1540.6612
10248,7.93,Low Fat,Health and Hygiene,45.9086,OUT018,7,Medium,Tier 3,Supermarket Type2,1070.6064
10249,13.65,Low Fat,Snack Foods,183.7924,OUT045,14,Medium,Tier 2,Supermarket Type1,2591.2936
10250,12.35,Regular,Meat,157.9946,OUT013,29,High,Tier 3,Supermarket Type1,3313.6866
10251,14,Low Fat,Fruits and Vegetables,216.0192,OUT049,17,Medium,Tier 1,Supermarket Type1,2588.6304
10252,9.6,Low Fat,Health and Hygiene,189.2214,OUT049,17,Medium,Tier 1,Supermarket Type1,3956.8494
10253,14,Regular,Frozen Foods,143.2812,OUT035,12,Small,Tier 2,Supermarket Type1,3277.0676
10254,8.89,Low Fat,Frozen Foods,100.5016,OUT035,12,Small,Tier 2,Supermarket Type1,1315.6208
10255,16.85,Regular,Snack Foods,109.8544,OUT010,18,Medium,Tier 3,Grocery Store,223.7088
10256,7.05,Regular,Breads,225.3088,OUT035,12,Small,Tier 2,Supermarket Type1,5816.4288
10257,17.1,Low Fat,Fruits and Vegetables,111.6886,OUT049,17,Medium,Tier 1,Supermarket Type1,1556.6404
10258,19.7,Low Fat,Snack Foods,174.437,OUT013,29,High,Tier 3,Supermarket Type1,1587.933
10259,16.1,Regular,Frozen Foods,33.6558,OUT018,7,Medium,Tier 3,Supermarket Type2,203.7348
10260,11.3,Regular,Meat,96.9094,OUT017,9,Medium,Tier 2,Supermarket Type1,952.094
10261,6.035,Low Fat,Snack Foods,153.1998,OUT045,14,Medium,Tier 2,Supermarket Type1,1537.998
10262,17.6,Regular,Starchy Foods,46.706,OUT018,7,Medium,Tier 3,Supermarket Type2,699.09
10263,6.675,Low Fat,Household,34.9874,OUT045,14,Medium,Tier 2,Supermarket Type1,247.0118
10264,15.5,Regular,Baking Goods,262.9568,OUT013,29,High,Tier 3,Supermarket Type1,1845.5976
10265,9.395,Low Fat,Snack Foods,85.025,OUT049,17,Medium,Tier 1,Supermarket Type1,2080.625
10266,16.1,Low Fat,Fruits and Vegetables,78.4328,OUT013,29,High,Tier 3,Supermarket Type1,1158.492
10267,15,Regular,Canned,185.9266,OUT017,9,Medium,Tier 2,Supermarket Type1,4610.665
10268,9.6,Low Fat,Fruits and Vegetables,142.9154,OUT049,17,Medium,Tier 1,Supermarket Type1,3261.7542
10269,14.1,Low Fat,Dairy,228.5668,OUT013,29,High,Tier 3,Supermarket Type1,1151.834
10270,11.5,Regular,Frozen Foods,192.682,OUT045,14,Medium,Tier 2,Supermarket Type1,3861.64
10271,12.1,Low Fat,Hard Drinks,178.366,OUT017,9,Medium,Tier 2,Supermarket Type1,4314.384
10272,7.42,Low Fat,Snack Foods,249.0092,OUT049,17,Medium,Tier 1,Supermarket Type1,2988.1104
10273,15.1,Low Fat,Snack Foods,196.511,OUT045,14,Medium,Tier 2,Supermarket Type1,4713.864
10274,9.285,Regular,Snack Foods,161.1578,OUT035,12,Small,Tier 2,Supermarket Type1,4011.445
10275,7.855,Regular,Dairy,220.1482,OUT018,7,Medium,Tier 3,Supermarket Type2,4600.0122
10276,12.85,Low Fat,Fruits and Vegetables,196.6768,OUT046,19,Small,Tier 1,Supermarket Type1,2759.0752
10277,13.8,Low Fat,Dairy,263.7884,OUT013,29,High,Tier 3,Supermarket Type1,5564.7564
10278,15,Low Fat,Snack Foods,226.5694,OUT010,18,Medium,Tier 3,Grocery Store,913.4776
10279,10.8,Low Fat,Fruits and Vegetables,246.8144,OUT035,12,Small,Tier 2,Supermarket Type1,2450.144
10280,14.3,Regular,Fruits and Vegetables,88.4856,OUT013,29,High,Tier 3,Supermarket Type1,1406.1696
10281,9.8,Regular,Meat,250.1408,OUT035,12,Small,Tier 2,Supermarket Type1,4005.4528
10282,11.5,Regular,Snack Foods,106.6254,OUT017,9,Medium,Tier 2,Supermarket Type1,325.5762
10283,9.21,Low Fat,Fruits and Vegetables,119.8414,OUT045,14,Medium,Tier 2,Supermarket Type1,1340.2554
10284,10,Low Fat,Health and Hygiene,118.344,OUT049,17,Medium,Tier 1,Supermarket Type1,1797.66
10285,18.5,Low Fat,Meat,87.7172,OUT017,9,Medium,Tier 2,Supermarket Type1,802.9548
10286,20.6,Regular,Snack Foods,177.4344,OUT017,9,Medium,Tier 2,Supermarket Type1,1962.7784
10287,9.3,Low Fat,Household,245.4802,OUT013,29,High,Tier 3,Supermarket Type1,3193.8426
10288,11.395,Low Fat,Health and Hygiene,48.8034,OUT045,14,Medium,Tier 2,Supermarket Type1,777.6544
10289,11.8,Low Fat,Soft Drinks,184.3924,OUT010,18,Medium,Tier 3,Grocery Store,370.1848
10290,8.01,Low Fat,Hard Drinks,37.9532,OUT013,29,High,Tier 3,Supermarket Type1,826.9236
